overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image,reviewText_length_words,summary_length_words,label
3,True,"05 29, 2013",ATCCRQ5GUATMZ,B001VIQNM4,Noah Webster,"the blades are poorly machined, don't fit right into the handle, and are not very strong. this is the first time I have received this product in this box and they are certainly bottom of the line!",No-Name box blades(not the same as pictured),1369785600,8,,,37,7,NEUTRAL
5,False,"06 25, 2014",A1WDAWLDAHTFLP,B00B8AOPW0,Jay Jay Kay,"Why Lexan? It doesn't crack. I can drill holes in it and it doesn't break. I can power screws into the drilled holes super tight and it doesn't break. I can cut it with any saw and it doesn't crack. It is optically as good or better than a glass window. It can take a hit from an object and not break or crack nor mar. The thick stuff (1/2"") can stop bullets, well not all bullets but some of them.
JJK",Lexan Sheet,1403654400,10,,,82,2,POSITIVE
1,True,"04 3, 2013",A3ITTP8PP4O1EV,B0070ZRDA8,Doug,"Although the description describes this item as ""clear, smooth"", the item sent to me (November 2015) had surface irregularities and/or actual material flaws running lengthwise along the item.  Since I need rather clear vision through the plastic into the interior of the tube/rod, this rendered the product unusable for me.  I returned one such unsatisfactory item, and Amazon promptly replaced it, but the replacement was actually a little worse, so I had to return it as well, and I received a full refund.",Not so clear,1364947200,,"{'Inside Diameter:': ' 2-1/2', 'Length:': ' 1', 'Number of Items:': ' 1', 'Outside Diameter:': ' 2-3/4', 'Overall Length:': ' 1', 'Thickness:': ' 1/8'}",,83,3,NEGATIVE
5,True,"12 19, 2015",A3OEK5G90BGPMU,B00H6OY6SU,Amazon Customer,VERY SATISFIED.I CAN'T GET ENOUGH!!!-ESP.,VERY SATISFIED. I CAN'T GET ENOUGH,1450483200,,,,5,6,POSITIVE
5,True,"10 16, 2017",A281GBQR5V3VKA,B004AHL77E,metalcaster,works well,Five Stars,1508112000,,,,2,2,POSITIVE
5,True,"12 4, 2016",A24YWYO2J2LRPG,B0141LGNIQ,Rec,Nutone is the best unit on the market.,Nutone works,1480809600,,,,8,2,POSITIVE
5,True,"08 19, 2015",A3815E74VG4A0C,B00BC6FML8,Rene Ramirez,Prefer these over the bulk ones in the tub.  I use them at work and now in the garage to clean my woodworking dust filter and pesticide filter.  Works.,Works well and they don't dry out.,1439942400,,{'Size:': ' Pack of 100'},,29,7,POSITIVE
5,True,"12 21, 2015",A2RUJW4XMF9IGW,B00837ZGRY,Amazon Customer,Works well,Five Stars,1450656000,,{'Style Name:': ' lasergrip 774'},,2,2,POSITIVE
5,True,"02 26, 2018",A2GW1U1BZIHTYY,B00FDOHMHM,jbyrd,This is very easy to use and comes with instructions.  As for the accuracy I have no way to tell but it seems right.  Good quality.,Nice product.,1519603200,,,,26,2,POSITIVE
4,True,"09 1, 2016",A22LLD2543YY2E,B0015E2FDK,Di,"Haven't had to use them, Thank God! But tried to autoclave the smallest one, and it came out as a lump of plastic. Just cold sterilize it, don't autoclave.","Haven't had to use them, Thank God! But ...",1472688000,,,,29,9,POSITIVE
1,True,"12 15, 2015",A2B72CVMMB5Q30,B00B50RNQI,Vortex Audio,"Flimsiest wrap I have ever used. You have to use the whole roll to wrap a pallet safe and secure. Save your money, buy something better.",buy something better.,1450137600,,{'Style:': ' Single Unit'},,26,3,NEGATIVE
5,True,"05 4, 2017",AMZW6MAXS5KOI,B0058T9X24,gary lantz,great for pulling logs with tractor. with it welded to a hitch and mounted to the 3 point hitch will also pull out small stumps.,great for pulling logs with tractor,1493856000,,,,25,6,POSITIVE
5,True,"12 20, 2013",AY49JOXTLDOG2,B005QEIASY,Jeff  &amp; Jeff&#039;s Wife ,"Thinking outside the box, I bought this case to hold insects for macro photography. The insects can rotate as needed and the glass is removable.",Not just for electrical work,1387497600,,,,25,5,POSITIVE
5,True,"02 16, 2017",A2MUJ66Y0IEG6X,B001G6WBF4,Terri,Great stuff. Can be used for many applications.,Great stuff. Can be used for many applications.,1487203200,,,,8,8,POSITIVE
5,True,"11 7, 2017",A16J3W0DZKH0ZJ,B00XAPFQII,John Martin,Item as described. Thank you.,Five Stars,1510012800,,,,5,2,POSITIVE
5,True,"10 24, 2017",A28NCRZCF1KO59,B01DZXWHJA,Coffee Lover,Perfect for my needs.  Had purchased a new LG Smart TV which had no RCA composite connections for my existing RCA surround sound system.  UGH!  But this item worked easily and perfectly.  Got it connected in under 5 minutes and I again have sound out to my speakers.  So very pleased to not have to upgrade my existing home theater equipment that is/was working for me.  Recommend this simple adapter to everyone!,Perfect for my needs,1508803200,,,,72,4,POSITIVE
5,True,"06 14, 2015",ALQGCA3NY78IV,B00G4DMS34,Linda Heister,"Color is so chic, love this tooth brush!",Chic!!,1434240000,,,,8,1,POSITIVE
5,True,"10 4, 2015",A503AFCWEJJ9W,B004AF204K,crispy cream,Good,Five Stars,1443916800,,"{'Color:': ' Black', 'Style:': ' 1-Pack'}",,1,2,POSITIVE
4,True,"07 11, 2017",A2MC26QKHXJ5I,B00FQS79JQ,Priscila,"Now that I have a month using it I can say it's a good purchase. I liked all the tools that come together with it. I use it more those tools than the main brush, that's why I give it 4 stars. I feel they help to clean better and to reach all the areas and corners in the house.",It has good tools attached,1499731200,,,"['https://images-na.ssl-images-amazon.com/images/I/71jvJ5H6BdL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71s3xuWQ7XL._SY88.jpg']",60,5,POSITIVE
4,True,"08 10, 2017",AZQ0AD43150CK,B01H0PJGTI,Peter M. Piro,Very well made,Four Stars,1502323200,,,,3,2,POSITIVE
5,False,"05 24, 2017",AMK5WAS7LKMJI,B00WDP5QS6,Chucciu,Impressed with the quality of these cups. Resistant to hot liquid. Will buy it again.,Five Stars,1495584000,,{'Size:': ' 1 oz.'},,15,2,POSITIVE
5,True,"08 23, 2017",A21FZBVN39LAAQ,B00TDBVW7W,Debbie G,"Used for polymer clay art. Great for making it easier to turn small objects or veneer. Great for burnishing. Can cure on them. At first I thought a 1000 would last me several lifetimes, but I have found I use them so often, they are VERY useful. I've even used them occasionally in the kitchen!",Useful for polymer clay art and creativity,1503446400,2,,,55,7,POSITIVE
1,True,"04 20, 2015",A3NK13L38XW858,B00207CO7I,T. S.,"These can't be used very many times before they split open. They're pretty much junk, unfortunately.",Junk,1429488000,,,,16,1,NEGATIVE
5,True,"05 24, 2009",A12XYM8H4FV2CJ,B001P1AUYY,Lucky Luc,"I'm buying machinery parts all the time and it's a first time with Amazon.  The prece was verry good, the shipping fast and the product quality is there.  Then if the price is right for you, get it.",it does the work,1243123200,2,"{'Length:': ' 2', 'Number of Items:': ' 50', 'Outside Diameter:': ' 5/16', 'Overall Length:': ' 2'}",,38,4,POSITIVE
5,True,"10 5, 2016",A1TF5QSI7ZZYOM,B00MEZDNV2,Sir Trever The Magnificent,great product. good price. Will buy more as I am satisfied.,Five Stars,1475625600,,,,11,2,POSITIVE
5,True,"02 13, 2017",AHK2FN5KW0JRS,B00310R4PA,Donovan G.,"Super, item as described. I used these on the top cap of my Western Red Cedar Fence. Not really going to have issues with staining, but still would recommend using Stainless Steel on WRC.","Super, item as described",1486944000,,,,34,4,POSITIVE
4,True,"05 28, 2016",A1MF81FX6UE1W3,B000KE4PBQ,GalaxieSounds,"This thing is awesome...works as intended. Worked for my E Cig tanks. It also added some extra leak protection for my beer brewing gear. Only issue is the darn nozzle breaking off pretty quickly. Even with proper cleaning.

Update....This stuff dries really really really quickly. If you don't have your clean up cup and tooth pick handy, be prepared to use it next go around minus the cap.",This thing is awesome..,1464393600,,{'Size:': ' 2.8 Oz.'},,68,4,POSITIVE
3,True,"02 26, 2016",AHC0P3XPIK60U,B00OJYN3OS,Amazon Customer,The SG scale on this instrument is not correct. It shows 20 Brix to be around 1.077 SG when it should be 1.083. This may not be a big deal to some but I want my brewing instruments to read accurately. Get the one from More Beer or Northern Brewer.,SG is inaccurate,1456444800,,,,50,3,NEUTRAL
2,True,"01 20, 2017",A113C76MQJUFWM,B01EVPN04M,Christopher Craven,Wear a respirator and it leaves a mess,Two Stars,1484870400,,,,8,2,NEGATIVE
5,True,"09 14, 2015",A24BHAIR7Q3QXS,B000PEW4MI,Bob Dee,Used it twice now and seems to work very well. Time will tell.,Five Stars,1442188800,,{'Size:': ' 200 Milliliter'},,13,2,POSITIVE
5,True,"01 15, 2016",A1IQNK9MOMBBSW,B00EORLSA6,Jenna,"These are great as well, they are very good at getting the job done. I have packs of these almost everywhere. You can use them multiple times and just run them under water after you're done or you can toss them.",Gum cleaners,1452816000,,{'Size:': ' Pack of 3'},,41,2,POSITIVE
4,True,"05 23, 2018",A2NHL4R2D3G7XX,B00837ZGRY,N.W.Wisniewski,It is very precise and works great to monitor the temp inside the hot spot of a terrarium.,Four Stars,1527033600,,{'Style Name:': ' lasergrip 774'},,18,2,POSITIVE
5,True,"03 20, 2017",A34Q9XBFEG9MU8,B00X7R1FZ2,Lisa gentile,"I am in love with this vacuum. I have two long haired cats, so I have to clean the floors/furniture daily....which I used to dread....but with this vacuum I ENJOY using it every day. It's light weight, super simple to assemble, and comes with several attachments. I will never go back to another vacuum!",BEST VACUUM EVER,1489968000,,{'Color:': ' Bordeaux'},,54,3,POSITIVE
5,True,"06 21, 2013",AOBPN9Z7GBWCG,B0046HA9ZY,A Kindle Reader,After having this faucet installed my husband opened the top of this faucet and it went flying along with the washer.  I t wa ruined.  So glad to be able to get it online.,So glad to be able to order,1371772800,,,,34,7,POSITIVE
5,True,"07 14, 2018",A159GR93LVW5BC,B00LXFUB14,Madmartigan,"Also pumps privates. Bigly
!",Bigly,1531526400,,,,5,1,POSITIVE
4,True,"09 9, 2016",A22RGT8FQ81Z93,B00BLF67MS,P. Snarklefoot,This bag only came with 99 silica gel packs.,Missing one.,1473379200,,,,9,2,POSITIVE
5,True,"05 1, 2018",A18AWMVWB81KHB,B015VOMD5E,SgtBass64,Excellent cutting disk. Lasts a lot longer then the cheap ones. Great buy.,Long lasting.,1525132800,,,,13,2,POSITIVE
5,True,"07 21, 2016",A1M4CQO0UGHUE5,B0026GSX14,CN,As described,Five Stars,1469059200,,,,2,2,POSITIVE
5,True,"01 27, 2016",A6QHRYNP3FXTI,B00D4OOY1K,Amazon Customer,I bought this vacuum several months ago. For a wet dry vac it performs decent. I read a lot of reviews before I decided on this one and can tell you that I'm glad I got it. The only thing I wish they would develop is some kind of hose reel or option to buy a spring kit to keep it out of the way. Overall a great product.,Glad I got this one,1453852800,,{'Size:': ' 1. Deluxe Large Garage Vac'},,69,5,POSITIVE
5,True,"02 8, 2016",A34LS2R4WYBV12,B00ZPSXBMQ,k gee ro,great product,Five Stars,1454889600,,"{'Style Name:': ' with Virgin Charcoal Carbon Filter Combo, 440 CFM, 6""'}",,2,2,POSITIVE
5,True,"03 24, 2017",A3RUIHE88I9B6F,B00VQ561XI,Amazon Customer,good,Five Stars,1490313600,,{'Color:': ' Purple'},,1,2,POSITIVE
5,True,"12 2, 2014",A2NIQB8FY5Z0AF,B00JS8QYAA,Kathlyn Hardin,Bags were great!  Delivery was fast!,Five Stars,1417478400,,,,6,2,POSITIVE
4,True,"09 24, 2017",A3GUSE3BOXV9KA,B006PWAYPS,Fred Converse,Exactly what I expected.,Four Stars,1506211200,,,,4,2,POSITIVE
5,True,"03 16, 2018",AC27A2B7EHP1F,B005P07TOA,Turtlecop,"The bit was nice and sharp. it cut very cleanly in 3/4"" plywood.",Five Stars,1521158400,,,,13,2,POSITIVE
5,True,"04 19, 2017",ABBYNCDZCC5M9,B00DE3HY4K,Amazon Customer,I got 1999 Ford F250 7.3L. Best glow plug relay!,Glow plug relay,1492560000,2,,,10,3,POSITIVE
5,True,"09 3, 2018",A24KLPGLD9FCM2,B01ENFOIKA,Jhonny1 ,Excellent product,Good,1535932800,,{'Style:': ' PC60 5-in-1 Combo Meter'},,2,1,POSITIVE
5,True,"08 22, 2016",A259OF0UKRNAT8,B005LW4DN2,M Family,Great clamp that will not damage the cord or hose that needs to be held in place.,Five Stars,1471824000,,"{'Length:': ' 19/32', 'Number of Items:': ' 50', 'Overall Length:': ' 19/32', 'Thickness:': ' 1/32'}",,17,2,POSITIVE
5,True,"05 3, 2018",A315D95BP1FOC5,B013VR9P5E,Darren Ward,Exactly what I wanted. Perfect!,Perfect!,1525305600,,"{'Item Package Quantity:': ' 6', 'Package Quantity:': ' 6'}",,5,1,POSITIVE
5,True,"08 28, 2016",A2CUV4TMPOK410,B00SS0GS64,Debbie Snyde,just what I wanted,Five Stars,1472342400,,,,4,2,POSITIVE
5,True,"12 30, 2017",A1PTRRFVZRGDVA,B01GBJPOYK,505HandyGal,"Great reflective tape. Was not as wide as I expected...just didn't read the width and think about it. It worked out perfectly for my application though. Installed on my car trailer that we were taking into a rainy climate. This stuff stuck through the rain, wind, and then back into the dry desert climate. It was very visible during the day, and nicely reflective from dusk to dark. I have enough left to do another trailer plus some.",Very Good Product,1514592000,,"{'Pattern:': ' RED/WHITE 1""X10\''}",,78,3,POSITIVE
5,True,"12 12, 2015",ATN1HJ1W9BWM6,B00ETBRMKW,Lucy,"Consumer Repts recommends this as an accurate, affordable, and simple way to test for radon. It is easy to use.",Consumer Reports top pick,1449878400,2,,,20,4,POSITIVE
2,True,"01 8, 2016",AFSS8BRVP9BIT,B00Q0GNIO8,Gregory A. Baryza,It arrived with two of the switches having damaged springs.,Two Stars,1452211200,,,,10,2,NEGATIVE
5,True,"11 15, 2016",A3BOCPASLE3Z8B,B00GUPBBIY,Amazon Customer,great,Five Stars,1479168000,,,,1,2,POSITIVE
5,True,"12 30, 2016",A2TKGN6MK88ZU7,B00GZE3UJ8,Amazon Customer,"Seems of good quality, I plan to use it as a muffling of my drums at small venues.  I like the fact that it won't leave glue on the drum heads on removal.  Would like to see a product like this with a light rubber backing, like maybe an 1/8 inch in thickness.",Good quality tape!,1483056000,,"{'Size:': ' 2 Inches x 30 Yards', 'Color:': ' Black'}",,53,3,POSITIVE
5,True,"03 16, 2016",AMDFGLL2BVVPO,B0000CBIFC,Amazon Customer,Worked as advertised,Five Stars,1458086400,,"{'Size Name:': ' 1-1/4""W, 5/16""T'}",,3,2,POSITIVE
5,True,"03 10, 2011",A2Y6KCA2T15I0E,B00070FYZE,Scott,I AM A SERVICE TRUCK DRIVER AND HAUL LADDERS AND MATERIAL THROUGH DOORWAYS ALL THE TIME. HELPS ME FROM DAMAGING CUSTOMERS DOORS. WORKS FOR MANY DIFFERENT TYPES OF DOORS. I PURCHASED TWO OF THEM AND HAVE ALREADY PUT THEM TO GOOD USE.,GREAT DOOR HOLDERS!!!!!!!!!!!!!!,1299715200,5,,,42,3,POSITIVE
3,True,"06 7, 2013",A1GSUST2D6VMKA,B000KPKBOA,Rajah,I selected this instead of slim brushes (I could not find them in the listing). However very useful for a good dental hygiene.,where are the slim brushes,1370563200,,{'Size:': ' Pack of 6'},,23,5,NEUTRAL
3,True,"11 3, 2016",A2D97IGDM4FOVN,B00QK5AEBE,John A. Ritchey,"Great price but sealing is very thin, thickness of a fine wire, and sometimes cut through  mylar bag or plastic.  It would be better if sealing was 1/4"" wide.","Seal sometimes cuts bags, wire too thin",1478131200,,{'Color:': ' 12 inches'},,29,7,NEUTRAL
5,True,"02 16, 2018",A6EQRVHATPMZ6,B000F4OYMQ,Cristen I.,Does its job,Five Stars,1518739200,,{'Color:': ' Burgundy Tube'},,3,2,POSITIVE
5,True,"01 14, 2017",A2GTSS4EYAREWE,B01GJKZZYU,eugene e henderson,Fantastic. Replaced my wife's old standard pen light. World of difference,Five Stars,1484352000,,,,11,2,POSITIVE
5,True,"10 2, 2015",A30HRL4J474UA1,B000F4OYMQ,MWANSA,Works perfect for me..i can hear with this one without strugg.,.,1443744000,,{'Color:': ' Black Tube'},,11,1,POSITIVE
5,True,"06 6, 2015",A1KNDN9WWHB2NX,B00NX4PZLY,Pen Name,Easy to cut,Five Stars,1433548800,2,,,3,2,POSITIVE
5,True,"12 6, 2016",AMSYJPMKTZQY5,B019SMZL1I,Israel Alicea,Love it a lot of fun to use,Five Stars,1480982400,,,,8,2,POSITIVE
5,True,"08 3, 2017",A3F8N1G4KJYYVF,B00Y78CIWO,tim,good,Five Stars,1501718400,,,,1,2,POSITIVE
5,True,"03 1, 2016",A209FXUNU5OTSX,B00NC5S6OM,Amazon Customer,Butcher paper works as I thought it would.,Five Stars,1456790400,,"{'Size:': ' 24"" X 150\''}",,8,2,POSITIVE
5,True,"01 15, 2018",A1VEY1L7EBFTUA,B00QEYADRQ,S. Amstadt,Works well. These rarely get hot.,Cool as a cucumber,1515974400,,,,6,4,POSITIVE
5,True,"12 25, 2017",A3PH20SEIIY9AE,B000BQUI7S,ts,Works great for my jewelry,Five Stars,1514160000,,{'Size Name:': ' 3.7 OZ'},,5,2,POSITIVE
5,True,"01 29, 2015",A2HWPPZX0Y9I3B,B000RB5LP6,Amanda G.,Perfect for what I needed it. Good quality bags for a great price.,Great Poly Bags,1422489600,,,,13,3,POSITIVE
5,True,"02 4, 2018",A1KBWI2YB5RFX3,B00ZD2TVE6,Alan J.,Great Quality,Five Stars,1517702400,,,,2,2,POSITIVE
5,True,"03 6, 2018",A1XTYHHBRLCM5,B006JJ7I0Q,Mark G.,Very happy. Nice gauge. I bought 2.,Good quality!,1520294400,,,,7,2,POSITIVE
5,True,"06 12, 2018",A3MCFTUBMXUQM2,B01FI5AM36,Amazon Customer,Very easy to use,Five Stars,1528761600,,{'Color:': ' Black'},,4,2,POSITIVE
5,False,"09 26, 2017",A3SZ2W107YHX1A,B00AQNT36S,Lucy Lee,Great!,Five Stars,1506384000,,{'Style:': ' Commercial Baby Changing Station'},,1,2,POSITIVE
4,True,"02 16, 2016",A29BF0P26D5R65,B0039XST1C,S. L. Levine,works good.  small enough so as not to get in the way in my trunk.,Good and small.,1455580800,,,,15,3,POSITIVE
4,True,"03 1, 2016",A20NK915DDQ0OM,B00EY44I42,Drako Luhrsen,Great aid for setting up mock circuits. I use breadboards like most other people do but sometimes I need to see it laid out a little differently and this is the way to do it. I'm not sure exactly how much current you can run through this but I successfully soldered on it and powered some LEDs through it with a switch.,Great aid for setting up mock circuits,1456790400,,,,62,7,POSITIVE
5,True,"12 9, 2017",A3663IXZXPQYJJ,B01FJ97E6Y,victor jimenez,Excellent wheels,Five Stars,1512777600,,{'Size Name:': ' 3 inch with brake'},,2,2,POSITIVE
5,True,"11 1, 2017",A2MZN197TMGMWC,B004KSQN2W,ASouders,Works great.,Great product,1509494400,,{'Number of Items:': ' 1'},,2,2,POSITIVE
5,True,"11 21, 2016",A2Y4LA2GGM133X,B0196DR004,Dyseman,Used 2 of the 5 in my D-Bot construction,Well made!,1479686400,,{'Size:': ' 16 Teeth Bore 5mm'},,9,2,POSITIVE
5,True,"11 15, 2017",A33X72ZFTL157K,B0042SWOHI,G. Tolliver,"Affordably priced for regular ironing, but really use it more often for quilting projects.  Since it gets diluted with water - this jug will last quite awhile.",Great price and classic product.,1510704000,,{'Package Quantity:': ' 1'},,27,5,POSITIVE
5,True,"02 25, 2014",AWVOFSNGTNA0E,B000I1EHK0,A. Cortez,Great Product. I used this product to keep in place plastic on top of carpet and rug on top of carpet. Neither the plastic nor the rug has moved one inch. I'm glad I found this rape. I had wasted lots of money in different kind of tapes.,Indoor Carpet tape.,1393286400,,{'Size Name:': ' 1-Pack'},,48,3,POSITIVE
5,True,"10 8, 2013",AOHEW4F7MPDWW,B00NI1JLXU,J. Hurley,Built a portable lumber rack for my garage /wood shop. Installed 4 of these casters. Loaded the rack with over 10 sheets of plywood. That's around 900 lbs.  I now can roll my lumber rack outside which gives me more working room inside.  These casters work so well the rack almost rolls it's self.,Rolling lumber rack,1381190400,7,"{'Size Name:': ' 5 Inch', 'Style:': ' Swivel Plate w/Brake'}",,54,3,POSITIVE
5,True,"06 19, 2016",A14ED9T764ABXP,B001FAR6VK,Mrs. S. Acaster,Fits perfecrly,Five Stars,1466294400,,"{'Size:': ' 4""', 'Number of Items:': ' 1'}",,2,2,POSITIVE
5,True,"05 23, 2014",A1GMPBY1X9Q0RN,B0038D38LY,Len,Used the product about a week ago. Really too early to rate it but as of now it looks like it's doing the job.,Loose body side molding (auto),1400803200,,,,24,5,POSITIVE
5,False,"05 22, 2016",A39DE6LTAKTJ4D,B01APDO74G,Kingpin,"These connectors work great.  Easy to use and can be opened if needed after use.  (They will be tight, and you will need a pocket knife or something to pop them open  but it can be done.  No issues with connections working on them in use.  Clean, easy to use, look good.",Quick Splice Connectors,1463875200,,{'Color:': ' 40pcs Wire Splice Kits'},,52,3,POSITIVE
5,True,"05 6, 2018",A1ETYC3ZJ1S637,B00BQLJFYE,Paronoff,Perfect if your looking for a no rubber syringe.,Great product,1525564800,,,,9,2,POSITIVE
5,True,"03 3, 2018",A3M3X3TOW3QVCY,B00C351GBC,hrlygrl9er,"In love. Light weight, works great on ALL floors, especially pet hair on wood floors. One downside is no attachments but I don't even care. It is very easy to set on charger AND no wrestlin match to take off the charger. Low maintance, just wonderful.",Excellent,1520035200,,{'Color:': ' White'},,46,1,POSITIVE
5,True,"07 14, 2018",AK8R74QI90QXX,B00EZDO8X8,J. Riggs,Did exactly what it was supposed to do and the finish was as hoped for.,Five Stars,1531526400,,,,15,2,POSITIVE
5,True,"10 23, 2016",A2WW7EIN5MFNWB,B00QBKTHXO,Yankee2NY,These are perfect for my small-medium knitting projects! I will be buying some larger ones too.,Love these!,1477180800,,{'Size:': ' XLarge'},,16,2,POSITIVE
5,True,"01 18, 2017",A3BB817V75USZI,B00N16P4V0,Cynthia Merrell,the quality of this light is great. i got it for my husband for christmas and he loves it for his beer glasses and whisky glasses. We where at a bar in NYC and they had a similar coaster for one of their specialty cocktails and it reminds us of the trip every time we use it.,awesome quality and comes fast,1484697600,,,,57,5,POSITIVE
5,True,"09 10, 2013",A3C14XYDRWUWQZ,B0195V0932,Big Perm,This roll is much bigger by circumference then it appears in the picture.  It is about as big around as an old 45 record.  The color to me seems closer to coyote tan than OD green.  It is very sticky and good for binding extra webbing material.,Big Roll,1378771200,7,,,47,2,POSITIVE
5,True,"12 8, 2016",A1XXOXIWCH4TPR,B00VTVWJOE,Theresa Chellette,Just as advertised. I am very pleased with this product!,I am very pleased with this product,1481155200,,,,10,7,POSITIVE
5,True,"10 26, 2015",A26TLND2E704EM,B00IDAZSTC,Iuri Checcucci,Every thin ok,Five Stars,1445817600,,,,3,2,POSITIVE
4,True,"09 11, 2014",A2L6VGH0Z5TYVM,B0054RJ7VC,Roberto Fonseca Iannini,wysiwyg,Four Stars,1410393600,,,,1,2,POSITIVE
5,False,"04 30, 2016",AU7N8VP8O2CB9,B002GQ5AKG,"Thomas C. Wilson, Jr.","I've paid as much for one name brand step bit as for this set of five. Good quality, would buy again.",Outstanding value.,1461974400,,{'Style:': ' Standard'},,21,2,POSITIVE
5,True,"04 13, 2016",A3V7CYCVOYDWNJ,B00DRALJ28,Tara W.,Easy to use and read. Works great!,Just what we needed,1460505600,,,,7,4,POSITIVE
5,True,"04 6, 2016",A2UVHDX426FU0G,B00SJ3TBYG,Holly R.,These were a great find; I love the ability to staple shipping boxes for my customers!,Staple Happy,1459900800,,,,16,2,POSITIVE
2,True,"06 11, 2016",A1DO4710TAOJTD,B00V3EW6S6,Tara Youngblood,Holes did not line up well with our 2008 gator.,Fits most.,1465603200,,,,10,2,NEGATIVE
5,True,"01 5, 2016",A2BYAXJLH2AYAZ,B00ANYYY5U,R. Sherwood,"Great gloves, thick and don't tear!",Five Stars,1451952000,,"{'Size:': ' XL', 'Flavor:': ' 100/Box'}",,6,2,POSITIVE
5,True,"06 16, 2015",AG9OBR079H3HZ,B00UIAG7V8,Rich,Excellent.  Works great.  I would highly recommend.,Five Stars,1434412800,,,,7,2,POSITIVE
2,True,"04 5, 2016",A2NMMSLFGW84K9,B010MX7YX0,A. Moore,They work but not as well as the one I got from whole food,Two Stars,1459814400,2,"{'Size:': ' Jumbo', 'Color:': ' Orange'}",,14,2,NEGATIVE
5,True,"09 15, 2017",A2CHPT0WH1446D,B001MPW54G,EE_NMSU,Easy tap into a wire without cutting.,Five Stars,1505433600,,,,7,2,POSITIVE
5,True,"05 12, 2014",A2YRI0GRP98NEO,B00BGGTPZS,Jonathan,"We own a cleaning company and need commercial equipment that is lightweight and durable.  The GV vacs that we have are just that, we quickly bought our 2nd unit after only having the first for a month.  The suction is incredibly strong and the unit is very easy to clean and service.",6QT and 10QT GV vacuums.,1399852800,,{'Size:': ' 1. 8pc 1-1/2inch tool kit & 6 bags'},,52,5,POSITIVE
5,True,"01 6, 2018",A3CYYPJPUYEHS2,B01ECMVALO,Edward Thomas Brady,So strong!,Five Stars,1515196800,,,,2,2,POSITIVE
4,True,"01 29, 2016",A2CBXA77G59JCJ,B0026L0WOA,Becky Reeves,just what I expected,Four Stars,1454025600,,"{'Size:': "" 3' Length x 2' Width"", 'Color:': ' Medium Brown'}",,4,2,POSITIVE
4,True,"04 4, 2015",A4XFCP08I782Z,B00RQJY4EQ,DuWayne,"Product description is good, arrived on time. satisfied with product.",Four Stars,1428105600,,,,10,2,POSITIVE
5,True,"10 9, 2014",ADONJ9QVV7L89,B00006RGKP,Putney Tracks,Works well. No complaints.,Five Stars,1412812800,,,,4,2,POSITIVE
5,True,"05 30, 2018",A39VFX9YTKNNWC,B00JGXQOFW,JJ,I've used Go-Betweens for several years and feel they provide a superior clean when compared to competing items.  I'll be reordering before long.  For my morning routine I prefer to use floss first and then use Go-Betweens.  After that I gargle with a non-alcohol peroxide rinse and brush with an Oral-B or Sonicare toothbrush.,Superior Cleaning,1527638400,,{'Size:': ' Pack of 4'},,54,2,POSITIVE
5,True,"01 7, 2017",A2PZ4R5P0WT7P6,B009KM045U,prairiewriter63,awesome stuff for any leak. I do mean ANY!,must have for the garage!,1483747200,,,,9,5,POSITIVE
5,True,"04 17, 2017",A2K3DB7X56UXLZ,B00KA8VVVO,Scott and JC Chupack,"I bought a set of these nearly 3 years ago for our large kitchen recycling bin at home.  We are just about to run out, and I came back to order the same again.  The bags I got were blue and sturdy.  They came in a card board box that was easy to open, and the rolls were easy to dispense from.  No complaints, looking forward to having more.","Sturdy, large recycling bags",1492387200,,,,69,4,POSITIVE
2,False,"08 12, 2007",A2WG70XJUMXGK4,B000FEM392,Tor Eckmond,"We bought the unit to hear our kid's heartbeat in the womb, but can bearly even hear our own heartbeats with the unit.  Would not recommend it.",Can barely hear our own heartbeats,1186876800,4,{'Color:': ' Dark Blue'},,27,6,NEGATIVE
5,True,"08 29, 2017",A1SXAAI5AR3ZA6,B00CMOYRXI,Gail R.,"Seems to work well and is easy to apply.  I've used it on all my outdoor couch and chair cushions, as well as throw pillows.  I've not had any problems so far.",303,1503964800,,{'Size:': ' 32 fl. oz.'},,32,1,POSITIVE
5,True,"08 23, 2015",A1QKY1QEM26TB8,B00DMI632G,Bader Koot,Item as described. Easy to use.,Easy to use,1440288000,,{'Style Name:': ' lasergrip 1080'},,6,3,POSITIVE
5,True,"05 4, 2016",A2SLGFOVB3U95B,B00AOOIJUU,Kate,I was looking for a BP cuff for adults with larger arms. All of the other ones I looked at were way too big (they were for the thighs) and this is just the right size for an adult with a little extra meat and or muscle on their arms,Perfect,1462320000,9,{'Size:': ' Large Adult - Black'},,50,1,POSITIVE
5,True,"02 22, 2011",A2YNY145WTV62F,B0009V1WXY,Ed Earl,"Excellent product, high quality and good value. Used on Cross country trip to New York City and back and they worked flawlessly. Would recommend to anyone who needs strong tie down straps but don't want them wide. These are the ones.",Straps,1298332800,,{'Size Name:': ' 1 Pack'},,41,1,POSITIVE
5,True,"05 3, 2017",A6WR3XICM3AMK,B00TJQWM2U,b myers,very happy,Five Stars,1493769600,,{'Size:': ' Bed w/Innerspring Mattress & Half Rail'},,2,2,POSITIVE
